original_sentence,subject_text,subject_type,object_text,object_type,marked_sentence,relation_label
Hoạt động của não bộ bị rối loạn là nguyên nhân gây nên bệnh trầm cảm.,Hoạt động của não bộ bị rối loạn,Nguyên nhân,trầm cảm,Bệnh,[s] hoạt động của não bộ bị rối loạn [/s] là nguyên nhân gây nên bệnh [o] trầm cảm [/o].,Gây_ra
Hoạt động của não bộ bị rối loạn là nguyên nhân gây nên bệnh trầm cảm.,trầm cảm,Bệnh,Hoạt động của não bộ bị rối loạn,Nguyên nhân,[o] hoạt động của não bộ bị rối loạn [/o] là nguyên nhân gây nên bệnh [s] trầm cảm [/s].,No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",trầm cảm,Bệnh,SSRIs,Điều trị,"bệnh [s] trầm cảm [/s] được điều trị bằng các nhóm thuốc như [o] ssris [/o], snris, thuốc chống trầm cảm 3 vòng (tcas) và thuốc ức chế men monoamine oxidase (maois).",Điều_trị_bằng
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",trầm cảm,Bệnh,SNRIs,Điều trị,"bệnh [s] trầm cảm [/s] được điều trị bằng các nhóm thuốc như ssris, [o] snris [/o], thuốc chống trầm cảm 3 vòng (tcas) và thuốc ức chế men monoamine oxidase (maois).",Điều_trị_bằng
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",trầm cảm,Bệnh,thuốc chống trầm cảm 3 vòng (TCAs),Điều trị,"bệnh [s] trầm cảm [/s] được điều trị bằng các nhóm thuốc như ssris, snris, [o] thuốc chống trầm cảm 3 vòng (tcas) [/o] và thuốc ức chế men monoamine oxidase (maois).",Điều_trị_bằng
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",trầm cảm,Bệnh,thuốc ức chế men monoamine oxidase (MAOIs),Điều trị,"bệnh [s] trầm cảm [/s] được điều trị bằng các nhóm thuốc như ssris, snris, thuốc chống trầm cảm 3 vòng (tcas) và [o] thuốc ức chế men monoamine oxidase (maois) [/o].",Điều_trị_bằng
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",SSRIs,Điều trị,trầm cảm,Bệnh,"bệnh [o] trầm cảm [/o] được điều trị bằng các nhóm thuốc như [s] ssris [/s], snris, thuốc chống trầm cảm 3 vòng (tcas) và thuốc ức chế men monoamine oxidase (maois).",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",SSRIs,Điều trị,SNRIs,Điều trị,"bệnh trầm cảm được điều trị bằng các nhóm thuốc như [s] ssris [/s], [o] snris [/o], thuốc chống trầm cảm 3 vòng (tcas) và thuốc ức chế men monoamine oxidase (maois).",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",SSRIs,Điều trị,thuốc chống trầm cảm 3 vòng (TCAs),Điều trị,"bệnh trầm cảm được điều trị bằng các nhóm thuốc như [s] ssris [/s], snris, [o] thuốc chống trầm cảm 3 vòng (tcas) [/o] và thuốc ức chế men monoamine oxidase (maois).",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",SSRIs,Điều trị,thuốc ức chế men monoamine oxidase (MAOIs),Điều trị,"bệnh trầm cảm được điều trị bằng các nhóm thuốc như [s] ssris [/s], snris, thuốc chống trầm cảm 3 vòng (tcas) và [o] thuốc ức chế men monoamine oxidase (maois) [/o].",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",SNRIs,Điều trị,trầm cảm,Bệnh,"bệnh [o] trầm cảm [/o] được điều trị bằng các nhóm thuốc như ssris, [s] snris [/s], thuốc chống trầm cảm 3 vòng (tcas) và thuốc ức chế men monoamine oxidase (maois).",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",SNRIs,Điều trị,SSRIs,Điều trị,"bệnh trầm cảm được điều trị bằng các nhóm thuốc như [o] ssris [/o], [s] snris [/s], thuốc chống trầm cảm 3 vòng (tcas) và thuốc ức chế men monoamine oxidase (maois).",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",SNRIs,Điều trị,thuốc chống trầm cảm 3 vòng (TCAs),Điều trị,"bệnh trầm cảm được điều trị bằng các nhóm thuốc như ssris, [s] snris [/s], [o] thuốc chống trầm cảm 3 vòng (tcas) [/o] và thuốc ức chế men monoamine oxidase (maois).",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",SNRIs,Điều trị,thuốc ức chế men monoamine oxidase (MAOIs),Điều trị,"bệnh trầm cảm được điều trị bằng các nhóm thuốc như ssris, [s] snris [/s], thuốc chống trầm cảm 3 vòng (tcas) và [o] thuốc ức chế men monoamine oxidase (maois) [/o].",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",thuốc chống trầm cảm 3 vòng (TCAs),Điều trị,trầm cảm,Bệnh,"bệnh [o] trầm cảm [/o] được điều trị bằng các nhóm thuốc như ssris, snris, [s] thuốc chống trầm cảm 3 vòng (tcas) [/s] và thuốc ức chế men monoamine oxidase (maois).",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",thuốc chống trầm cảm 3 vòng (TCAs),Điều trị,SSRIs,Điều trị,"bệnh trầm cảm được điều trị bằng các nhóm thuốc như [o] ssris [/o], snris, [s] thuốc chống trầm cảm 3 vòng (tcas) [/s] và thuốc ức chế men monoamine oxidase (maois).",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",thuốc chống trầm cảm 3 vòng (TCAs),Điều trị,SNRIs,Điều trị,"bệnh trầm cảm được điều trị bằng các nhóm thuốc như ssris, [o] snris [/o], [s] thuốc chống trầm cảm 3 vòng (tcas) [/s] và thuốc ức chế men monoamine oxidase (maois).",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",thuốc chống trầm cảm 3 vòng (TCAs),Điều trị,thuốc ức chế men monoamine oxidase (MAOIs),Điều trị,"bệnh trầm cảm được điều trị bằng các nhóm thuốc như ssris, snris, [s] thuốc chống trầm cảm 3 vòng (tcas) [/s] và [o] thuốc ức chế men monoamine oxidase (maois) [/o].",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",thuốc ức chế men monoamine oxidase (MAOIs),Điều trị,trầm cảm,Bệnh,"bệnh [o] trầm cảm [/o] được điều trị bằng các nhóm thuốc như ssris, snris, thuốc chống trầm cảm 3 vòng (tcas) và [s] thuốc ức chế men monoamine oxidase (maois) [/s].",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",thuốc ức chế men monoamine oxidase (MAOIs),Điều trị,SSRIs,Điều trị,"bệnh trầm cảm được điều trị bằng các nhóm thuốc như [o] ssris [/o], snris, thuốc chống trầm cảm 3 vòng (tcas) và [s] thuốc ức chế men monoamine oxidase (maois) [/s].",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",thuốc ức chế men monoamine oxidase (MAOIs),Điều trị,SNRIs,Điều trị,"bệnh trầm cảm được điều trị bằng các nhóm thuốc như ssris, [o] snris [/o], thuốc chống trầm cảm 3 vòng (tcas) và [s] thuốc ức chế men monoamine oxidase (maois) [/s].",No_relation
"Bệnh trầm cảm được điều trị bằng các nhóm thuốc như SSRIs, SNRIs, thuốc chống trầm cảm 3 vòng (TCAs) và thuốc ức chế men monoamine oxidase (MAOIs).",thuốc ức chế men monoamine oxidase (MAOIs),Điều trị,thuốc chống trầm cảm 3 vòng (TCAs),Điều trị,"bệnh trầm cảm được điều trị bằng các nhóm thuốc như ssris, snris, [o] thuốc chống trầm cảm 3 vòng (tcas) [/o] và [s] thuốc ức chế men monoamine oxidase (maois) [/s].",No_relation
"Tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, nhồi máu não, suy thận.",Tăng huyết áp,Bệnh,nhồi máu cơ tim,Bệnh,"[s] tăng huyết áp [/s] gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: [o] nhồi máu cơ tim [/o], nhồi máu não, suy thận.",Gây_ra
"Tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, nhồi máu não, suy thận.",Tăng huyết áp,Bệnh,nhồi máu não,Bệnh,"[s] tăng huyết áp [/s] gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, [o] nhồi máu não [/o], suy thận.",Gây_ra
"Tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, nhồi máu não, suy thận.",Tăng huyết áp,Bệnh,suy thận,Bệnh,"[s] tăng huyết áp [/s] gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, nhồi máu não, [o] suy thận [/o].",Gây_ra
"Tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, nhồi máu não, suy thận.",nhồi máu cơ tim,Bệnh,Tăng huyết áp,Bệnh,"[o] tăng huyết áp [/o] gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: [s] nhồi máu cơ tim [/s], nhồi máu não, suy thận.",No_relation
"Tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, nhồi máu não, suy thận.",nhồi máu cơ tim,Bệnh,nhồi máu não,Bệnh,"tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: [s] nhồi máu cơ tim [/s], [o] nhồi máu não [/o], suy thận.",No_relation
"Tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, nhồi máu não, suy thận.",nhồi máu cơ tim,Bệnh,suy thận,Bệnh,"tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: [s] nhồi máu cơ tim [/s], nhồi máu não, [o] suy thận [/o].",No_relation
"Tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, nhồi máu não, suy thận.",nhồi máu não,Bệnh,Tăng huyết áp,Bệnh,"[o] tăng huyết áp [/o] gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, [s] nhồi máu não [/s], suy thận.",No_relation
"Tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, nhồi máu não, suy thận.",nhồi máu não,Bệnh,nhồi máu cơ tim,Bệnh,"tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: [o] nhồi máu cơ tim [/o], [s] nhồi máu não [/s], suy thận.",No_relation
"Tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, nhồi máu não, suy thận.",nhồi máu não,Bệnh,suy thận,Bệnh,"tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, [s] nhồi máu não [/s], [o] suy thận [/o].",No_relation
"Tăng huyết áp gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, nhồi máu não, suy thận.",suy thận,Bệnh,Tăng huyết áp,Bệnh,"[o] tăng huyết áp [/o] gây ra nhiều hậu quả xấu nếu không được phát hiện và điều trị kịp thời như: nhồi máu cơ tim, nhồi máu não, [s] suy thận [/s].",No_relation
